tip_label,scientificName,spp,validName
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_barnesia,Adelpha barnesia,Adelpha_barnesia,Adelpha barnesia
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_milleri,Adelpha milleri,Adelpha_milleri,Adelpha milleri
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_phylaca,Adelpha phylaca,Adelpha_phylaca,Adelpha phylaca
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_erotia,Adelpha erotia,Adelpha_erotia,Adelpha erotia
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_lycorias,Adelpha lycorias,Adelpha_lycorias,Adelpha lycorias
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_naxia,Adelpha naxia,Adelpha_naxia,Adelpha naxia
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_malea,Adelpha malea,Adelpha_malea,Adelpha malea
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_erymanthis,Adelpha erymanthis,Adelpha_erymanthis,Adelpha erymanthis
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_leuceria,Adelpha leuceria,Adelpha_leuceria,Adelpha leuceria
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_delinita,Adelpha delinita,Adelpha_delinita,Adelpha delinita
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_fessonia,Adelpha fessonia,Adelpha_fessonia,Adelpha fessonia
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_boeotia,Adelpha boeotia,Adelpha_boeotia,Adelpha boeotia
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_cocala,Adelpha cocala,Adelpha_cocala,Adelpha cocala
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_salmoneus,Adelpha salmoneus,Adelpha_salmoneus,Adelpha salmoneus
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_cytherea,Adelpha cytherea,Adelpha_cytherea,Adelpha cytherea
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_nea,Adelpha nea,Adelpha_nea,Adelpha nea
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_seriphia,Adelpha seriphia,Adelpha_seriphia,Adelpha seriphia
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_serpa,Adelpha serpa,Adelpha_serpa,Adelpha serpa
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_paraena,Adelpha paraena,Adelpha_paraena,Adelpha paraena
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_eulalia,Adelpha eulalia,Adelpha_eulalia,Adelpha eulalia
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_californica,Adelpha californica,Adelpha_californica,Adelpha californica
Nymphalidae_Limenitidinae_Limenitidini_Adelpha_bredowii,Adelpha bredowii,Adelpha_bredowii,Adelpha bredowii
Nymphalidae_Limenitidinae_Limenitidini_Limenitis_archippus,Limenitis archippus,Limenitis_archippus,Limenitis archippus
Nymphalidae_Limenitidinae_Limenitidini_Limenitis_arthemis,Limenitis arthemis,Limenitis_arthemis,Limenitis arthemis
Nymphalidae_Limenitidinae_Limenitidini_Limenitis_lorquini,Limenitis lorquini,Limenitis_lorquini,Limenitis lorquini
Nymphalidae_Limenitidinae_Limenitidini_Limenitis_weidemeyerii,Limenitis weidemeyerii,Limenitis_weidemeyerii,Limenitis weidemeyerii
Nymphalidae_Nymphalinae_Melitaeini_Euphydryas_gillettii,Euphydryas gillettii,Euphydryas_gillettii,Euphydryas gillettii
Nymphalidae_Nymphalinae_Melitaeini_Euphydryas_editha,Euphydryas editha,Euphydryas_editha,Euphydryas editha
Nymphalidae_Nymphalinae_Melitaeini_Euphydryas_chalcedona,Euphydryas chalcedona,Euphydryas_chalcedona,Euphydryas chalcedona
Nymphalidae_Nymphalinae_Melitaeini_Euphydryas_anicia,Euphydryas anicia,Euphydryas_anicia,Euphydryas anicia
Nymphalidae_Nymphalinae_Melitaeini_Euphydryas_phaeton,Euphydryas phaeton,Euphydryas_phaeton,Euphydryas phaeton
Nymphalidae_Nymphalinae_Melitaeini_Poladryas_arachne,Poladryas arachne,Poladryas_arachne,Poladryas arachne
Nymphalidae_Nymphalinae_Melitaeini_Microtia_elva,Microtia elva,Microtia_elva,Microtia elva
Nymphalidae_Nymphalinae_Melitaeini_Dymasia_dymas,Dymasia dymas,Dymasia_dymas,Dymasia dymas
Nymphalidae_Nymphalinae_Melitaeini_Texola_elada,Texola elada,Texola_elada,Texola elada
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_gorgone,Chlosyne gorgone,Chlosyne_gorgone,Chlosyne gorgone
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_lacinia,Chlosyne lacinia,Chlosyne_lacinia,Chlosyne lacinia
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_californica,Chlosyne californica,Chlosyne_californica,Chlosyne californica
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_palla,Chlosyne palla,Chlosyne_palla,Chlosyne palla
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_hoffmanni,Chlosyne hoffmanni,Chlosyne_hoffmanni,Chlosyne hoffmanni
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_whitneyi,Chlosyne whitneyi,Chlosyne_whitneyi,Chlosyne whitneyi
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_acastus,Chlosyne acastus,Chlosyne_acastus,Chlosyne acastus
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_harrisii,Chlosyne harrisii,Chlosyne_harrisii,Chlosyne harrisii
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_gabbii,Chlosyne gabbii,Chlosyne_gabbii,Chlosyne gabbii
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_nycteis,Chlosyne nycteis,Chlosyne_nycteis,Chlosyne nycteis
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_theona,Chlosyne theona,Chlosyne_theona,Chlosyne theona
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_cyneas,Chlosyne cyneas,Chlosyne_cyneas,Chlosyne cyneas
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_fulvia,Chlosyne fulvia,Chlosyne_fulvia,Chlosyne fulvia
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_leanira,Chlosyne leanira,Chlosyne_leanira,Chlosyne leanira
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_ehrenbergii,Chlosyne ehrenbergii,Chlosyne_ehrenbergii,Chlosyne ehrenbergii
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_hippodrome,Chlosyne hippodrome,Chlosyne_hippodrome,Chlosyne hippodrome
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_gaudialis,Chlosyne gaudialis,Chlosyne_gaudialis,Chlosyne gaudialis
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_janais,Chlosyne janais,Chlosyne_janais,Chlosyne janais
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_endeis,Chlosyne endeis,Chlosyne_endeis,Chlosyne endeis
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_erodyle,Chlosyne erodyle,Chlosyne_erodyle,Chlosyne erodyle
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_melanarge,Chlosyne melanarge,Chlosyne_melanarge,Chlosyne melanarge
Nymphalidae_Nymphalinae_Melitaeini_Chlosyne_definita,Chlosyne definita,Chlosyne_definita,Chlosyne definita
Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_picta,Phyciodes picta,Phyciodes_picta,Phyciodes picta
Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_pallescens,Phyciodes pallescens,Phyciodes_pallescens,Phyciodes pallescens
Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_phaon,Phyciodes phaon,Phyciodes_phaon,Phyciodes phaon
Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_tharos,Phyciodes tharos,Phyciodes_tharos,Phyciodes tharos
Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_pulchella,Phyciodes pulchella,Phyciodes_pulchella,Phyciodes campestris
Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_batesii,Phyciodes batesii,Phyciodes_batesii,Phyciodes batesii
Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_cocyta,Phyciodes cocyta,Phyciodes_cocyta,Phyciodes cocyta
Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_orseis,Phyciodes orseis,Phyciodes_orseis,Phyciodes orseis
Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_mylitta,Phyciodes mylitta,Phyciodes_mylitta,Phyciodes mylitta
Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_pallida,Phyciodes pallida,Phyciodes_pallida,Phyciodes pallida
Nymphalidae_Nymphalinae_Melitaeini_Phyciodes_graphica,Phyciodes graphica,Phyciodes_graphica,Phyciodes graphica
Nymphalidae_Nymphalinae_Melitaeini_Tegosa_claudina,Tegosa claudina,Tegosa_claudina,Tegosa claudina
Nymphalidae_Nymphalinae_Melitaeini_Tegosa_anieta,Tegosa anieta,Tegosa_anieta,Tegosa anieta
Nymphalidae_Nymphalinae_Melitaeini_Tegosa_guatemalena,Tegosa guatemalena,Tegosa_guatemalena,Tegosa guatemalena
Nymphalidae_Nymphalinae_Melitaeini_Castilia_eranites,Castilia eranites,Castilia_eranites,Castilia eranites
Nymphalidae_Nymphalinae_Melitaeini_Castilia_griseobasalis,Castilia griseobasalis,Castilia_griseobasalis,Castilia griseobasalis
Nymphalidae_Nymphalinae_Melitaeini_Castilia_ofella,Castilia ofella,Castilia_ofella,Castilia ofella
Nymphalidae_Nymphalinae_Melitaeini_Castilia_myia,Castilia myia,Castilia_myia,Castilia myia
Nymphalidae_Nymphalinae_Melitaeini_Eresia_clio,Eresia clio,Eresia_clio,Eresia clio
Nymphalidae_Nymphalinae_Melitaeini_Eresia_phillyra,Eresia phillyra,Eresia_phillyra,Eresia phillyra
Nymphalidae_Nymphalinae_Melitaeini_Anthanassa_frisia,Anthanassa frisia,Anthanassa_frisia,Anthanassa frisia
Nymphalidae_Nymphalinae_Melitaeini_Anthanassa_ptolyca,Anthanassa ptolyca,Anthanassa_ptolyca,Anthanassa ptolyca
Nymphalidae_Nymphalinae_Melitaeini_Anthanassa_argentea,Anthanassa argentea,Anthanassa_argentea,Anthanassa argentea
Nymphalidae_Nymphalinae_Melitaeini_Anthanassa_texana,Anthanassa texana,Anthanassa_texana,Melitaea texana
Nymphalidae_Nymphalinae_Melitaeini_Anthanassa_drusilla,Anthanassa drusilla,Anthanassa_drusilla,Anthanassa drusilla
Nymphalidae_Nymphalinae_Melitaeini_Anthanassa_ardys,Anthanassa ardys,Anthanassa_ardys,Anthanassa ardys
Nymphalidae_Nymphalinae_Melitaeini_Anthanassa_atronia,Anthanassa atronia,Anthanassa_atronia,Anthanassa atronia
Nymphalidae_Nymphalinae_Melitaeini_Anthanassa_otanes,Anthanassa otanes,Anthanassa_otanes,Anthanassa otanes
Nymphalidae_Nymphalinae_Kallimini_Junonia_coenia,Junonia coenia,Junonia_coenia,Junonia coenia
Nymphalidae_Nymphalinae_Kallimini_Junonia_evarete,Junonia evarete,Junonia_evarete,Junonia evarete
Nymphalidae_Nymphalinae_Kallimini_Junonia_genoveva,Junonia genoveva,Junonia_genoveva,Junonia genoveva
Nymphalidae_Nymphalinae_Kallimini_Siproeta_superba,Siproeta superba,Siproeta_superba,Siproeta superba
Nymphalidae_Nymphalinae_Kallimini_Siproeta_epaphus,Siproeta epaphus,Siproeta_epaphus,Siproeta epaphus
Nymphalidae_Nymphalinae_Kallimini_Siproeta_stelenes,Siproeta stelenes,Siproeta_stelenes,Siproeta stelenes
Nymphalidae_Nymphalinae_Kallimini_Anartia_jatrophae,Anartia jatrophae,Anartia_jatrophae,Anartia jatrophae
Nymphalidae_Nymphalinae_Kallimini_Anartia_fatima,Anartia fatima,Anartia_fatima,Anartia fatima
Nymphalidae_Nymphalinae_Coeini_Historis_acheronta,Historis acheronta,Historis_acheronta,Historis acheronta
Nymphalidae_Nymphalinae_Coeini_Baeotus_beotus,Baeotus beotus,Baeotus_beotus,Baeotus beotus
Nymphalidae_Nymphalinae_Coeini_Historis_odius,Historis odius,Historis_odius,Historis odius
Nymphalidae_Nymphalinae_Coeini_Pycina_zamba,Pycina zamba,Pycina_zamba,Pycina zamba
Nymphalidae_Nymphalinae_Coeini_Colobura_annulata,Colobura annulata,Colobura_annulata,Colobura annulata
Nymphalidae_Nymphalinae_Coeini_Colobura_dirce,Colobura dirce,Colobura_dirce,Colobura dirce
Nymphalidae_Nymphalinae_Coeini_Tigridia_acesta,Tigridia acesta,Tigridia_acesta,Tigridia acesta
Nymphalidae_Nymphalinae_Coeini_Smyrna_karwinskii,Smyrna karwinskii,Smyrna_karwinskii,Smyrna karwinskii
Nymphalidae_Nymphalinae_Coeini_Smyrna_blomfildia,Smyrna blomfildia,Smyrna_blomfildia,Smyrna blomfildia
Nymphalidae_Nymphalinae_Nymphalini_Nymphalis_l-album,Nymphalis l-album,Nymphalis_l-album,Nymphalis vaualbum
Nymphalidae_Nymphalinae_Nymphalini_Nymphalis_californica,Nymphalis californica,Nymphalis_californica,Nymphalis californica
Nymphalidae_Nymphalinae_Nymphalini_Nymphalis_antiopa,Nymphalis antiopa,Nymphalis_antiopa,Nymphalis antiopa
Nymphalidae_Nymphalinae_Nymphalini_Polygonia_faunus,Polygonia faunus,Polygonia_faunus,Polygonia faunus
Nymphalidae_Nymphalinae_Nymphalini_Polygonia_satyrus,Polygonia satyrus,Polygonia_satyrus,Polygonia satyrus
Nymphalidae_Nymphalinae_Nymphalini_Polygonia_g-argenteum,Polygonia g-argenteum,Polygonia_g-argenteum,Polygonia g-argenteum
Nymphalidae_Nymphalinae_Nymphalini_Polygonia_comma,Polygonia comma,Polygonia_comma,Polygonia comma
Nymphalidae_Nymphalinae_Nymphalini_Polygonia_interrogationis,Polygonia interrogationis,Polygonia_interrogationis,Polygonia interrogationis
Nymphalidae_Nymphalinae_Nymphalini_Polygonia_progne,Polygonia progne,Polygonia_progne,Polygonia progne
Nymphalidae_Nymphalinae_Nymphalini_Polygonia_oreas,Polygonia oreas,Polygonia_oreas,Polygonia oreas
Nymphalidae_Nymphalinae_Nymphalini_Polygonia_haroldii,Polygonia haroldii,Polygonia_haroldii,Polygonia haroldii
Nymphalidae_Nymphalinae_Nymphalini_Polygonia_gracilis,Polygonia gracilis,Polygonia_gracilis,Polygonia gracilis
Nymphalidae_Nymphalinae_Nymphalini_Aglais_milberti,Aglais milberti,Aglais_milberti,Aglais milberti
Nymphalidae_Nymphalinae_Nymphalini_Aglais_urticae,Aglais urticae,Aglais_urticae,Aglais urticae
Nymphalidae_Nymphalinae_Nymphalini_Vanessa_annabella,Vanessa annabella,Vanessa_annabella,Vanessa annabella
Nymphalidae_Nymphalinae_Nymphalini_Vanessa_atalanta,Vanessa atalanta,Vanessa_atalanta,Vanessa atalanta
Nymphalidae_Nymphalinae_Nymphalini_Vanessa_virginiensis,Vanessa virginiensis,Vanessa_virginiensis,Vanessa virginiensis
Nymphalidae_Nymphalinae_Nymphalini_Vanessa_cardui,Vanessa cardui,Vanessa_cardui,Vanessa cardui
Nymphalidae_Nymphalinae_Nymphalini_Hypanartia_dione,Hypanartia dione,Hypanartia_dione,Hypanartia dione
Nymphalidae_Nymphalinae_Nymphalini_Hypanartia_godmanii,Hypanartia godmanii,Hypanartia_godmanii,Hypanartia godmanii
Nymphalidae_Nymphalinae_Nymphalini_Hypanartia_lethe,Hypanartia lethe,Hypanartia_lethe,Hypanartia lethe
Nymphalidae_Cyrestinae__Marpesia_chiron,Marpesia chiron,Marpesia_chiron,Marpesia chiron
Nymphalidae_Cyrestinae__Marpesia_corita,Marpesia corita,Marpesia_corita,Marpesia corita
Nymphalidae_Cyrestinae__Marpesia_zerynthia,Marpesia zerynthia,Marpesia_zerynthia,Marpesia zerynthia
Nymphalidae_Cyrestinae__Marpesia_petreus,Marpesia petreus,Marpesia_petreus,Marpesia petreus
Nymphalidae_Cyrestinae__Marpesia_harmonia,Marpesia harmonia,Marpesia_harmonia,Marpesia harmonia
Nymphalidae_Apaturinae__Asterocampa_celtis,Asterocampa celtis,Asterocampa_celtis,Asterocampa celtis
Nymphalidae_Apaturinae__Asterocampa_leilia,Asterocampa leilia,Asterocampa_leilia,Asterocampa leilia
Nymphalidae_Apaturinae__Asterocampa_idyja,Asterocampa idyja,Asterocampa_idyja,Asterocampa idyja
Nymphalidae_Apaturinae__Asterocampa_clyton,Asterocampa clyton,Asterocampa_clyton,Asterocampa clyton
Nymphalidae_Apaturinae__Doxocopa_cyane,Doxocopa cyane,Doxocopa_cyane,Doxocopa cyane
Nymphalidae_Apaturinae__Doxocopa_laurentia,Doxocopa laurentia,Doxocopa_laurentia,Doxocopa laurentia
Nymphalidae_Apaturinae__Doxocopa_laure,Doxocopa laure,Doxocopa_laure,Doxocopa laure
Nymphalidae_Biblidinae_Biblidini_Pyrrhogyra_edocla,Pyrrhogyra edocla,Pyrrhogyra_edocla,Pyrrhogyra edocla
Nymphalidae_Biblidinae_Biblidini_Pyrrhogyra_otolais,Pyrrhogyra otolais,Pyrrhogyra_otolais,Pyrrhogyra otolais
Nymphalidae_Biblidinae_Biblidini_Pyrrhogyra_neaerea,Pyrrhogyra neaerea,Pyrrhogyra_neaerea,Pyrrhogyra neaerea
Nymphalidae_Biblidinae_Biblidini_Catonephele_mexicana,Catonephele mexicana,Catonephele_mexicana,Catonephele mexicana
Nymphalidae_Biblidinae_Biblidini_Myscelia_cyaniris,Myscelia cyaniris,Myscelia_cyaniris,Myscelia cyaniris
Nymphalidae_Biblidinae_Biblidini_Myscelia_cyananthe,Myscelia cyananthe,Myscelia_cyananthe,Myscelia cyananthe
Nymphalidae_Biblidinae_Biblidini_Myscelia_ethusa,Myscelia ethusa,Myscelia_ethusa,Myscelia ethusa
Nymphalidae_Biblidinae_Biblidini_Ectima_erycinoides,Ectima erycinoides,Ectima_erycinoides,Ectima erycinoides
Nymphalidae_Biblidinae_Biblidini_Hamadryas_feronia,Hamadryas feronia,Hamadryas_feronia,Hamadryas feronia
Nymphalidae_Biblidinae_Biblidini_Hamadryas_guatemalena,Hamadryas guatemalena,Hamadryas_guatemalena,Hamadryas guatemalena
Nymphalidae_Biblidinae_Biblidini_Hamadryas_fornax,Hamadryas fornax,Hamadryas_fornax,Hamadryas fornax
Nymphalidae_Biblidinae_Biblidini_Hamadryas_amphinome,Hamadryas amphinome,Hamadryas_amphinome,Hamadryas amphinome
Nymphalidae_Biblidinae_Biblidini_Hamadryas_iphthime,Hamadryas iphthime,Hamadryas_iphthime,Hamadryas iphthime
Nymphalidae_Biblidinae_Biblidini_Hamadryas_laodamia,Hamadryas laodamia,Hamadryas_laodamia,Hamadryas laodamia
Nymphalidae_Biblidinae_Biblidini_Hamadryas_februa,Hamadryas februa,Hamadryas_februa,Hamadryas februa
Nymphalidae_Biblidinae_Biblidini_Hamadryas_glauconome,Hamadryas glauconome,Hamadryas_glauconome,Hamadryas glauconome
Nymphalidae_Biblidinae_Biblidini_Hamadryas_julitta,Hamadryas julitta,Hamadryas_julitta,Hamadryas julitta
Nymphalidae_Biblidinae_Biblidini_Hamadryas_atlantis,Hamadryas atlantis,Hamadryas_atlantis,Hamadryas atlantis
Nymphalidae_Biblidinae_Biblidini_Eunica_mygdonia,Eunica mygdonia,Eunica_mygdonia,Eunica mygdonia
Nymphalidae_Biblidinae_Biblidini_Eunica_monima,Eunica monima,Eunica_monima,Eunica monima
Nymphalidae_Biblidinae_Biblidini_Eunica_alcmena,Eunica alcmena,Eunica_alcmena,Eunica alcmena
Nymphalidae_Biblidinae_Biblidini_Eunica_alpais,Eunica alpais,Eunica_alpais,Eunica alpais
Nymphalidae_Biblidinae_Biblidini_Eunica_tatila,Eunica tatila,Eunica_tatila,Eunica tatila
Nymphalidae_Biblidinae_Biblidini_Eunica_sydonia,Eunica sydonia,Eunica_sydonia,Eunica sydonia
Nymphalidae_Biblidinae_Biblidini_Eunica_malvina,Eunica malvina,Eunica_malvina,Eunica malvina
Nymphalidae_Biblidinae_Biblidini_Biblis_hyperia,Biblis hyperia,Biblis_hyperia,Biblis hyperia
Nymphalidae_Biblidinae_Biblidini_Mestra_dorcas,Mestra dorcas,Mestra_dorcas,Mestra amymone
Nymphalidae_Biblidinae_Biblidini_Callicore_lyca,Callicore lyca,Callicore_lyca,Callicore lyca
Nymphalidae_Biblidinae_Biblidini_Callicore_pitheas,Callicore pitheas,Callicore_pitheas,Callicore pitheas
Nymphalidae_Biblidinae_Biblidini_Callicore_astarte,Callicore astarte,Callicore_astarte,Callicore astarte
Nymphalidae_Biblidinae_Biblidini_Diaethria_astala,Diaethria astala,Diaethria_astala,Diaethria astala
Nymphalidae_Biblidinae_Biblidini_Diaethria_pandama,Diaethria pandama,Diaethria_pandama,Diaethria pandama
Nymphalidae_Biblidinae_Biblidini_Diaethria_anna,Diaethria anna,Diaethria_anna,Diaethria anna
Nymphalidae_Biblidinae_Biblidini_Callicore_texa,Callicore texa,Callicore_texa,Callicore texa
Nymphalidae_Biblidinae_Biblidini_Dynamine_theseus,Dynamine theseus,Dynamine_theseus,Dynamine theseus
Nymphalidae_Biblidinae_Biblidini_Dynamine_postverta,Dynamine postverta,Dynamine_postverta,Dynamine postverta
Nymphalidae_Biblidinae_Biblidini_Callicore_tolima,Callicore tolima,Callicore_tolima,Callicore tolima
Nymphalidae_Biblidinae_Biblidini_Nica_flavilla,Nica flavilla,Nica_flavilla,Nica flavilla
Nymphalidae_Biblidinae_Biblidini_Temenis_laothoe,Temenis laothoe,Temenis_laothoe,Temenis laothoe
Nymphalidae_Biblidinae_Biblidini_Epiphile_iblis,Epiphile iblis,Epiphile_iblis,Epiphile iblis
Nymphalidae_Biblidinae_Biblidini_Epiphile_adrasta,Epiphile adrasta,Epiphile_adrasta,Epiphile adrasta
Nymphalidae_Biblidinae_Biblidini_Nessaea_aglaura,Nessaea aglaura,Nessaea_aglaura,Nessaea aglaura
Nymphalidae_Biblidinae_Biblidini_Catonephele_numilia,Catonephele numilia,Catonephele_numilia,Catonephele numilia
Nymphalidae_Charaxinae_Anaeini_Zaretis_callidryas,Zaretis callidryas,Zaretis_callidryas,Zaretis callidryas
Nymphalidae_Charaxinae_Anaeini_Zaretis_isidora,Zaretis isidora,Zaretis_isidora,Zaretis isidora
Nymphalidae_Charaxinae_Anaeini_Zaretis_itys,Zaretis itys,Zaretis_itys,Zaretis itys
Nymphalidae_Charaxinae_Anaeini_Zaretis_ellops,Zaretis ellops,Zaretis_ellops,Zaretis ellops
Nymphalidae_Charaxinae_Anaeini_Siderone_galanthis,Siderone galanthis,Siderone_galanthis,Siderone galanthis
Nymphalidae_Charaxinae_Anaeini_Consul_electra,Consul electra,Consul_electra,Consul electra
Nymphalidae_Charaxinae_Anaeini_Consul_fabius,Consul fabius,Consul_fabius,Consul fabius
Nymphalidae_Charaxinae_Anaeini_Fountainea_halice,Fountainea halice,Fountainea_halice,Fountainea halice
Nymphalidae_Charaxinae_Anaeini_Fountainea_glycerium,Fountainea glycerium,Fountainea_glycerium,Fountainea glycerium
Nymphalidae_Charaxinae_Anaeini_Fountainea_ryphea,Fountainea ryphea,Fountainea_ryphea,Fountainea ryphea
Nymphalidae_Charaxinae_Anaeini_Fountainea_eurypyle,Fountainea eurypyle,Fountainea_eurypyle,Fountainea eurypyle
Nymphalidae_Charaxinae_Anaeini_Fountainea_nobilis,Fountainea nobilis,Fountainea_nobilis,Fountainea nobilis
Nymphalidae_Charaxinae_Anaeini_Anaea_aidea,Anaea aidea,Anaea_aidea,Anaea aidea
Nymphalidae_Charaxinae_Anaeini_Anaea_andria,Anaea andria,Anaea_andria,Anaea andria
Nymphalidae_Charaxinae_Anaeini_Anaea_troglodyta,Anaea troglodyta,Anaea_troglodyta,Anaea troglodyta
Nymphalidae_Charaxinae_Anaeini_Memphis_xenocles,Memphis xenocles,Memphis_xenocles,Memphis xenocles
Nymphalidae_Charaxinae_Anaeini_Memphis_dia,Memphis dia,Memphis_dia,Memphis dia
Nymphalidae_Charaxinae_Anaeini_Memphis_aureola,Memphis aureola,Memphis_aureola,Memphis aureola
Nymphalidae_Charaxinae_Anaeini_Memphis_moruus,Memphis moruus,Memphis_moruus,Memphis moruus
Nymphalidae_Charaxinae_Anaeini_Memphis_mora,Memphis mora,Memphis_mora,Memphis mora
Nymphalidae_Charaxinae_Anaeini_Memphis_philumena,Memphis philumena,Memphis_philumena,Memphis philumena
Nymphalidae_Charaxinae_Anaeini_Memphis_oenomais,Memphis oenomais,Memphis_oenomais,Memphis oenomais
Nymphalidae_Charaxinae_Anaeini_Memphis_forreri,Memphis forreri,Memphis_forreri,Memphis forreri
Nymphalidae_Charaxinae_Anaeini_Memphis_proserpina,Memphis proserpina,Memphis_proserpina,Memphis proserpina
Nymphalidae_Charaxinae_Anaeini_Memphis_neidhoeferi,Memphis neidhoeferi,Memphis_neidhoeferi,Memphis neidhoeferi
Nymphalidae_Charaxinae_Anaeini_Memphis_arginussa,Memphis arginussa,Memphis_arginussa,Memphis arginussa
Nymphalidae_Charaxinae_Anaeini_Memphis_artacaena,Memphis artacaena,Memphis_artacaena,Memphis artacaena
Nymphalidae_Charaxinae_Anaeini_Memphis_pithyusa,Memphis pithyusa,Memphis_pithyusa,Memphis pithyusa
Nymphalidae_Charaxinae_Anaeini_Memphis_herbacea,Memphis herbacea,Memphis_herbacea,Memphis herbacea
Nymphalidae_Charaxinae_Anaeini_Memphis_perenna,Memphis perenna,Memphis_perenna,Memphis perenna
Nymphalidae_Charaxinae_Anaeini_Memphis_hedemanni,Memphis hedemanni,Memphis_hedemanni,Memphis hedemanni
Nymphalidae_Charaxinae_Anaeini_Consul_excellens,Consul excellens,Consul_excellens,Consul excellens
Nymphalidae_Charaxinae_Preponini_Prepona_dexamenus,Prepona dexamenus,Prepona_dexamenus,Prepona dexamenus
Nymphalidae_Charaxinae_Preponini_Prepona_aedon,Prepona aedon,Prepona_aedon,Prepona aedon
Nymphalidae_Charaxinae_Preponini_Prepona_amydon,Prepona amydon,Prepona_amydon,Prepona amydon
Nymphalidae_Charaxinae_Preponini_Prepona_deiphile,Prepona deiphile,Prepona_deiphile,Prepona deiphile
Nymphalidae_Charaxinae_Preponini_Prepona_pylene,Prepona pylene,Prepona_pylene,Prepona pylene
Nymphalidae_Charaxinae_Preponini_Prepona_laertes,Prepona laertes,Prepona_laertes,Prepona laertes
Nymphalidae_Charaxinae_Preponini_Archaeoprepona_phaedra,Archaeoprepona phaedra,Archaeoprepona_phaedra,Archaeoprepona phaedra
Nymphalidae_Charaxinae_Preponini_Archaeoprepona_demophoon,Archaeoprepona demophoon,Archaeoprepona_demophoon,Archaeoprepona demophoon
Nymphalidae_Charaxinae_Preponini_Archaeoprepona_amphimachus,Archaeoprepona amphimachus,Archaeoprepona_amphimachus,Archaeoprepona amphimachus
Nymphalidae_Charaxinae_Preponini_Archaeoprepona_meander,Archaeoprepona meander,Archaeoprepona_meander,Archaeoprepona meander
Nymphalidae_Charaxinae_Anaeini_Hypna_clytemnestra,Hypna clytemnestra,Hypna_clytemnestra,Hypna clytemnestra
Nymphalidae_Morphinae_Morphini_Antirrhea_philoctetes,Antirrhea philoctetes,Antirrhea_philoctetes,Antirrhea philoctetes
Nymphalidae_Morphinae_Morphini_Morpho_theseus,Morpho theseus,Morpho_theseus,Morpho theseus
Nymphalidae_Morphinae_Morphini_Morpho_helenor,Morpho helenor,Morpho_helenor,Morpho helenor
Nymphalidae_Morphinae_Morphini_Morpho_polyphemus,Morpho polyphemus,Morpho_polyphemus,Morpho polyphemus
